区间,频率,PK+ 电平,PK+: QPK 限值,PK+ 容许极限,AVG 电平,AVG 限值,AVG 容许极限,修正,线,备注
1,6.0702500,22.99893,73,50.00107,13.4377,60,46.5623,19.45153,"L1",
1,6.0743958,23.0239,73,49.9761,13.267,60,46.733,19.45157,"L1",
1,6.0785417,23.36745,73,49.63255,13.11161,60,46.88839,19.45161,"L1",
1,6.0826875,22.82325,73,50.17675,13.05997,60,46.94003,19.45165,"L1",
1,6.0868333,22.78709,73,50.21291,12.855,60,47.145,19.45169,"L1",
1,6.0909792,22.6438,73,50.3562,12.62663,60,47.37337,19.45173,"L1",
1,6.0951250,22.24281,73,50.75719,12.61457,60,47.38543,19.45177,"L1",
1,6.0992708,23.43172,73,49.56828,12.63921,60,47.36079,19.45181,"L1",
1,6.1034167,23.41511,73,49.58489,12.76695,60,47.23305,19.45185,"L1",
1,6.1075625,24.10192,73,48.89808,12.99135,60,47.00865,19.45189,"L1",
1,6.1117083,23.69325,73,49.30675,13.20447,60,46.79552,19.45193,"L1",
1,6.1158542,22.90571,73,50.09429,13.12186,60,46.87814,19.45197,"L1",
1,6.1200000,22.35035,73,50.64965,12.85967,60,47.14033,19.45201,"L1",
1,6.1241458,21.93383,73,51.06617,12.86687,60,47.13313,19.45205,"L1",
1,6.1282917,21.9864,73,51.0136,12.89893,60,47.10107,19.4521,"L1",
1,6.1324375,21.81145,73,51.18855,12.77856,60,47.22144,19.45214,"L1",
1,6.1365833,23.00968,73,49.99032,12.9832,60,47.0168,19.45218,"L1",
1,6.1407292,22.46982,73,50.53017,13.04701,60,46.95299,19.45222,"L1",
1,6.1448750,22.75181,73,50.24819,12.86893,60,47.13107,19.45226,"L1",
1,6.1490208,22.71519,73,50.28481,12.78294,60,47.21706,19.4523,"L1",
1,6.1531667,22.99227,73,50.00773,12.84214,60,47.15786,19.45234,"L1",
1,6.1573125,23.09237,73,49.90762,12.91843,60,47.08157,19.45238,"L1",
1,6.1614583,22.92113,73,50.07887,12.85552,60,47.14448,19.45242,"L1",
1,6.1656042,22.74428,73,50.25572,12.74697,60,47.25303,19.45246,"L1",
1,6.1697500,23.06833,73,49.93167,12.58004,60,47.41996,19.4525,"L1",
1,6.1738958,23.03604,73,49.96396,12.47659,60,47.52341,19.45254,"L1",
1,6.1780417,22.86757,73,50.13243,12.64391,60,47.35609,19.45258,"L1",
1,6.1821875,23.34764,73,49.65236,12.92168,60,47.07832,19.45262,"L1",
1,6.1863333,23.00924,73,49.99076,12.88843,60,47.11157,19.45266,"L1",
1,6.1904792,23.39515,73,49.60485,12.87219,60,47.12781,19.4527,"L1",
1,6.1946250,23.40701,73,49.59299,12.93101,60,47.06899,19.45273,"L1",
1,6.1987708,22.22586,73,50.77414,12.97422,60,47.02578,19.45277,"L1",
1,6.2029167,22.18277,73,50.81723,12.99584,60,47.00417,19.45281,"L1",
1,6.2070625,21.77299,73,51.22701,12.91606,60,47.08394,19.45285,"L1",
1,6.2112083,21.99523,73,51.00477,12.78364,60,47.21636,19.45289,"L1",
1,6.2153542,23.03368,73,49.96632,12.88004,60,47.11996,19.45293,"L1",
1,6.2195000,22.7027,73,50.2973,12.77248,60,47.22752,19.45297,"L1",
1,6.2236458,22.80855,73,50.19145,12.7332,60,47.2668,19.45301,"L1",
1,6.2277917,22.74288,73,50.25712,12.88025,60,47.11975,19.45305,"L1",
1,6.2319375,22.35127,73,50.64873,12.8281,60,47.1719,19.45309,"L1",
1,6.2360833,22.10859,73,50.8914,12.70279,60,47.29721,19.45313,"L1",
1,6.2402292,22.45618,73,50.54382,12.8175,60,47.1825,19.45317,"L1",
1,6.2443750,23.40987,73,49.59013,13.06965,60,46.93035,19.45321,"L1",
1,6.2485208,23.74716,73,49.25284,12.82748,60,47.17252,19.45325,"L1",
1,6.2526667,22.39974,73,50.60026,12.57151,60,47.42849,19.45329,"L1",
1,6.2568125,21.84177,73,51.15823,12.52491,60,47.47509,19.45333,"L1",
1,6.2609583,23.82548,73,49.17452,12.68805,60,47.31195,19.45337,"L1",
1,6.2651042,24.00566,73,48.99434,12.75881,60,47.24119,19.45341,"L1",
1,6.2692500,22.79589,73,50.20411,12.72183,60,47.27818,19.45345,"L1",
1,6.2733958,23.00008,73,49.99992,12.80429,60,47.19571,19.45349,"L1",
1,6.2775417,23.85835,73,49.14165,12.7735,60,47.2265,19.45353,"L1",
1,6.2816875,24.42144,73,48.57856,12.7852,60,47.2148,19.45356,"L1",
1,6.2858333,23.42758,73,49.57242,12.59215,60,47.40784,19.4536,"L1",
1,6.2899792,22.39094,73,50.60906,12.91382,60,47.08618,19.45364,"L1",
1,6.2941250,22.48278,73,50.51722,13.04204,60,46.95796,19.45368,"L1",
1,6.2982708,22.32646,73,50.67354,12.75819,60,47.24181,19.45372,"L1",
1,6.3024167,22.57376,73,50.42625,12.70175,60,47.29825,19.45376,"L1",
1,6.3065625,22.96183,73,50.03817,12.69137,60,47.30863,19.4538,"L1",
1,6.3107083,22.90561,73,50.09439,12.65229,60,47.34771,19.45384,"L1",
1,6.3148542,21.81743,73,51.18256,12.65233,60,47.34767,19.45388,"L1",
1,6.3190000,22.04159,73,50.95841,12.52747,60,47.47253,19.45392,"L1",
1,6.3231458,22.09351,73,50.90649,12.46381,60,47.53619,19.45395,"L1",
1,6.3272917,21.5395,73,51.4605,12.3918,60,47.6082,19.45399,"L1",
1,6.3314375,22.31355,73,50.68645,12.33251,60,47.66749,19.45403,"L1",
1,6.3355833,22.59339,73,50.40662,12.53074,60,47.46926,19.45407,"L1",
1,6.3397292,21.61083,73,51.38918,12.71447,60,47.28553,19.45411,"L1",
1,6.3438750,22.60484,73,50.39516,12.69437,60,47.30563,19.45415,"L1",
1,6.3480208,22.14359,73,50.85641,12.66481,60,47.33519,19.45419,"L1",
1,6.3521667,22.2408,73,50.7592,12.61673,60,47.38327,19.45423,"L1",
1,6.3563125,21.96354,73,51.03646,12.5604,60,47.4396,19.45427,"L1",
1,6.3604583,22.11838,73,50.88162,12.45621,60,47.54379,19.45431,"L1",
1,6.3646042,21.84905,73,51.15095,12.51997,60,47.48003,19.45434,"L1",
1,6.3687500,21.54206,73,51.45794,12.70205,60,47.29795,19.45438,"L1",
1,6.3728958,21.60536,73,51.39464,12.63259,60,47.36741,19.45442,"L1",
1,6.3770417,22.41096,73,50.58904,12.65589,60,47.34411,19.45446,"L1",
1,6.3811875,22.35104,73,50.64896,12.53106,60,47.46894,19.4545,"L1",
1,6.3853333,21.56148,73,51.43852,12.65379,60,47.34621,19.45454,"L1",
1,6.3894792,22.82519,73,50.17481,12.74127,60,47.25874,19.45458,"L1",
1,6.3936250,22.9235,73,50.0765,12.4909,60,47.5091,19.45461,"L1",
1,6.3977708,21.6741,73,51.3259,12.576,60,47.424,19.45465,"L1",
1,6.4019167,22.44908,73,50.55093,12.80506,60,47.19494,19.45469,"L1",
1,6.4060625,23.0288,73,49.9712,12.97341,60,47.02659,19.45473,"L1",
1,6.4102083,24.03515,73,48.96485,13.03736,60,46.96264,19.45477,"L1",
1,6.4143542,23.43525,73,49.56475,12.83081,60,47.16919,19.45481,"L1",
1,6.4185000,21.96458,73,51.03542,12.84075,60,47.15925,19.45485,"L1",
1,6.4226458,23.19394,73,49.80606,12.79078,60,47.20922,19.45488,"L1",
1,6.4267917,23.34834,73,49.65166,12.56018,60,47.43982,19.45492,"L1",
1,6.4309375,23.10167,73,49.89833,12.33525,60,47.66475,19.45496,"L1",
1,6.4350833,22.272,73,50.728,12.61429,60,47.38572,19.455,"L1",
1,6.4392292,22.66523,73,50.33477,12.93566,60,47.06434,19.45504,"L1",
1,6.4433750,22.65289,73,50.34711,12.83751,60,47.16249,19.45507,"L1",
1,6.4475208,23.69235,73,49.30765,12.58785,60,47.41215,19.45511,"L1",
1,6.4516667,23.6978,73,49.3022,12.83178,60,47.16822,19.45515,"L1",
1,6.4558125,21.94189,73,51.05811,12.94115,60,47.05885,19.45519,"L1",
1,6.4599583,21.69492,73,51.30508,12.9113,60,47.0887,19.45523,"L1",
1,6.4641042,21.98704,73,51.01296,12.87312,60,47.12688,19.45527,"L1",
1,6.4682500,22.14539,73,50.85461,12.87468,60,47.12532,19.4553,"L1",
1,6.4723958,23.51888,73,49.48112,12.85746,60,47.14254,19.45534,"L1",
1,6.4765417,23.42723,73,49.57277,12.71188,60,47.28812,19.45538,"L1",
1,6.4806875,22.06623,73,50.93377,12.43536,60,47.56464,19.45542,"L1",
1,6.4848333,22.57976,73,50.42024,12.23596,60,47.76404,19.45546,"L1",
1,6.4889792,22.01213,73,50.98787,12.43058,60,47.56942,19.45549,"L1",
1,6.4931250,21.50654,73,51.49346,12.57862,60,47.42138,19.45553,"L1",
1,6.4972708,22.12944,73,50.87056,12.58786,60,47.41214,19.45557,"L1",
1,6.5014167,21.80412,73,51.19588,12.53514,60,47.46486,19.45561,"L1",
1,6.5055625,22.27782,73,50.72218,12.33036,60,47.66964,19.45565,"L1",
1,6.5097083,23.52623,73,49.47377,12.43943,60,47.56057,19.45568,"L1",
1,6.5138542,23.72867,73,49.27133,12.46595,60,47.53405,19.45572,"L1",
1,6.5180000,23.32701,73,49.673,12.32892,60,47.67108,19.45576,"L1",
1,6.5221458,21.57791,73,51.42209,12.50851,60,47.49149,19.4558,"L1",
1,6.5262917,21.93286,73,51.06715,12.51801,60,47.48199,19.45584,"L1",
1,6.5304375,22.98957,73,50.01043,12.25285,60,47.74715,19.45587,"L1",
1,6.5345833,23.06724,73,49.93276,12.19392,60,47.80608,19.45591,"L1",
1,6.5387292,21.89137,73,51.10863,12.16394,60,47.83606,19.45595,"L1",
1,6.5428750,22.72481,73,50.27519,12.19351,60,47.80649,19.45599,"L1",
1,6.5470208,22.79507,73,50.20493,12.39465,60,47.60535,19.45602,"L1",
1,6.5511667,23.07645,73,49.92355,12.38264,60,47.61736,19.45606,"L1",
1,6.5553125,22.21239,73,50.78761,12.56113,60,47.43887,19.4561,"L1",
1,6.5594583,22.37115,73,50.62885,12.66402,60,47.33598,19.45614,"L1",
1,6.5636042,22.03502,73,50.96497,12.463,60,47.537,19.45617,"L1",
1,6.5677500,22.45082,73,50.54918,12.43707,60,47.56293,19.45621,"L1",
1,6.5718958,23.94416,73,49.05584,12.75372,60,47.24628,19.45625,"L1",
1,6.5760417,23.43837,73,49.56163,12.8246,60,47.1754,19.45629,"L1",
1,6.5801875,21.85783,73,51.14217,12.37874,60,47.62126,19.45632,"L1",
1,6.5843333,22.48236,73,50.51764,12.41048,60,47.58952,19.45636,"L1",
1,6.5884792,22.51563,73,50.48437,12.77223,60,47.22778,19.4564,"L1",
1,6.5926250,23.31026,73,49.68974,12.75529,60,47.24471,19.45644,"L1",
1,6.5967708,22.79319,73,50.20681,12.50992,60,47.49008,19.45647,"L1",
1,6.6009167,21.86211,73,51.13789,12.41051,60,47.58949,19.45651,"L1",
1,6.6050625,23.01183,73,49.98817,12.57444,60,47.42556,19.45655,"L1",
1,6.6092083,22.38535,73,50.61465,12.70762,60,47.29238,19.45658,"L1",
1,6.6133542,22.64019,73,50.35981,12.68985,60,47.31015,19.45662,"L1",
1,6.6175000,22.40122,73,50.59879,12.56478,60,47.43522,19.45666,"L1",
1,6.6216458,22.36427,73,50.63573,12.48277,60,47.51723,19.4567,"L1",
1,6.6257917,22.14126,73,50.85874,12.62255,60,47.37745,19.45673,"L1",
1,6.6299375,21.92189,73,51.07811,12.58799,60,47.41201,19.45677,"L1",
1,6.6340833,22.06179,73,50.93821,12.67298,60,47.32702,19.45681,"L1",
1,6.6382292,22.67849,73,50.32151,12.7092,60,47.2908,19.45685,"L1",
1,6.6423750,22.37419,73,50.62581,12.87168,60,47.12832,19.45688,"L1",
1,6.6465208,21.95005,73,51.04995,12.78185,60,47.21815,19.45692,"L1",
1,6.6506667,22.05892,73,50.94108,12.57511,60,47.4249,19.45696,"L1",
1,6.6548125,23.62354,73,49.37646,12.4877,60,47.5123,19.457,"L1",
1,6.6589583,23.88908,73,49.11092,12.50255,60,47.49745,19.45703,"L1",
1,6.6631042,21.87173,73,51.12827,12.50594,60,47.49406,19.45707,"L1",
1,6.6672500,21.95149,73,51.04851,12.31253,60,47.68747,19.45711,"L1",
1,6.6713958,21.48812,73,51.51188,12.53872,60,47.46128,19.45714,"L1",
1,6.6755417,22.10527,73,50.89473,12.89784,60,47.10216,19.45718,"L1",
1,6.6796875,24.15117,73,48.84883,12.679,60,47.321,19.45722,"L1",
1,6.6838333,24.18623,73,48.81377,12.62503,60,47.37497,19.45725,"L1",
1,6.6879792,23.82378,73,49.17622,12.58814,60,47.41186,19.45729,"L1",
1,6.6921250,24.21651,73,48.78349,12.66285,60,47.33715,19.45733,"L1",
1,6.6962708,23.11191,73,49.88809,12.7815,60,47.2185,19.45736,"L1",
1,6.7004167,22.51143,73,50.48857,12.83049,60,47.16951,19.4574,"L1",
1,6.7045625,22.51222,73,50.48779,12.84206,60,47.15794,19.45744,"L1",
1,6.7087083,22.42414,73,50.57586,12.4566,60,47.5434,19.45747,"L1",
1,6.7128542,22.48592,73,50.51408,12.47507,60,47.52493,19.45751,"L1",
1,6.7170000,22.47689,73,50.52311,12.48456,60,47.51544,19.45755,"L1",
1,6.7211458,22.06717,73,50.93283,12.49733,60,47.50267,19.45758,"L1",
1,6.7252917,21.80108,73,51.19892,12.46502,60,47.53498,19.45762,"L1",
1,6.7294375,21.37077,73,51.62923,12.46774,60,47.53226,19.45766,"L1",
1,6.7335833,23.56049,73,49.43951,12.70197,60,47.29803,19.45769,"L1",
1,6.7377292,23.33958,73,49.66042,12.71145,60,47.28855,19.45773,"L1",
1,6.7418750,21.96898,73,51.03102,12.88549,60,47.11451,19.45777,"L1",
1,6.7460208,22.33547,73,50.66454,12.91405,60,47.08595,19.4578,"L1",
1,6.7501667,22.17564,73,50.82436,12.67193,60,47.32807,19.45784,"L1",
1,6.7543125,22.53389,73,50.46611,12.50525,60,47.49475,19.45788,"L1",
1,6.7584583,22.20674,73,50.79326,12.52164,60,47.47836,19.45791,"L1",
1,6.7626042,22.81849,73,50.18151,12.6903,60,47.3097,19.45795,"L1",
1,6.7667500,23.13258,73,49.86742,12.50861,60,47.49139,19.45798,"L1",
1,6.7708958,22.47706,73,50.52293,12.24137,60,47.75863,19.45802,"L1",
1,6.7750417,22.39375,73,50.60625,12.46187,60,47.53813,19.45806,"L1",
1,6.7791875,22.81716,73,50.18284,12.50157,60,47.49843,19.4581,"L1",
1,6.7833333,23.15409,73,49.84592,12.34824,60,47.65176,19.45813,"L1",
1,6.7874792,22.33344,73,50.66656,12.44915,60,47.55085,19.45817,"L1",
1,6.7916250,22.62256,73,50.37743,12.64795,60,47.35205,19.4582,"L1",
1,6.7957708,22.9827,73,50.0173,12.71217,60,47.28783,19.45824,"L1",
1,6.7999167,22.10205,73,50.89796,12.67374,60,47.32626,19.45828,"L1",
1,6.8040625,21.87271,73,51.12729,12.44247,60,47.55753,19.45831,"L1",
1,6.8082083,22.25851,73,50.74149,12.34826,60,47.65173,19.45835,"L1",
1,6.8123542,22.24885,73,50.75115,12.39142,60,47.60858,19.45839,"L1",
1,6.8165000,22.66167,73,50.33833,12.11781,60,47.88219,19.45842,"L1",
1,6.8206458,22.51299,73,50.48701,12.15616,60,47.84384,19.45846,"L1",
1,6.8247917,22.08816,73,50.91184,12.32819,60,47.67181,19.45849,"L1",
1,6.8289375,22.36813,73,50.63187,12.34006,60,47.65994,19.45853,"L1",
1,6.8330833,22.45696,73,50.54304,12.23055,60,47.76945,19.45856,"L1",
1,6.8372292,22.00814,73,50.99186,12.29846,60,47.70154,19.4586,"L1",
1,6.8413750,21.94122,73,51.05878,12.49373,60,47.50627,19.45864,"L1",
1,6.8455208,21.4529,73,51.5471,12.56829,60,47.43171,19.45867,"L1",
1,6.8496667,22.22906,73,50.77094,12.54089,60,47.45911,19.45871,"L1",
1,6.8538125,22.46638,73,50.53362,12.36311,60,47.63689,19.45875,"L1",
1,6.8579583,21.7203,73,51.2797,12.48953,60,47.51047,19.45878,"L1",
1,6.8621042,21.69603,73,51.30397,12.60491,60,47.3951,19.45882,"L1",
1,6.8662500,21.56118,73,51.43882,12.39427,60,47.60573,19.45885,"L1",
1,6.8703958,21.66642,73,51.33358,12.42262,60,47.57738,19.45889,"L1",
1,6.8745417,22.15159,73,50.84841,12.58138,60,47.41862,19.45893,"L1",
1,6.8786875,21.86056,73,51.13944,12.66585,60,47.33415,19.45896,"L1",
1,6.8828333,21.50943,73,51.49057,12.71821,60,47.28179,19.459,"L1",
1,6.8869792,23.47875,73,49.52125,12.70391,60,47.29609,19.45903,"L1",
1,6.8911250,23.41103,73,49.58897,12.71239,60,47.28761,19.45907,"L1",
1,6.8952708,22.39918,73,50.60081,12.58497,60,47.41503,19.4591,"L1",
1,6.8994167,22.69547,73,50.30453,12.36956,60,47.63044,19.45914,"L1",
1,6.9035625,22.6203,73,50.3797,12.35742,60,47.64258,19.45918,"L1",
1,6.9077083,23.14966,73,49.85033,12.54242,60,47.45758,19.45921,"L1",
1,6.9118542,22.63341,73,50.36659,12.68862,60,47.31137,19.45925,"L1",
1,6.9160000,22.11806,73,50.88194,12.59724,60,47.40276,19.45928,"L1",
1,6.9201458,22.75479,73,50.24521,12.41045,60,47.58955,19.45932,"L1",
1,6.9242917,22.5339,73,50.4661,12.45153,60,47.54847,19.45935,"L1",
1,6.9284375,22.6473,73,50.3527,12.39315,60,47.60685,19.45939,"L1",
1,6.9325833,22.55566,73,50.44434,12.32797,60,47.67203,19.45942,"L1",
1,6.9367292,21.91272,73,51.08728,12.39791,60,47.60209,19.45946,"L1",
1,6.9408750,21.83439,73,51.16561,12.55867,60,47.44133,19.4595,"L1",
1,6.9450208,21.26822,73,51.73178,12.47214,60,47.52786,19.45953,"L1",
1,6.9491667,22.10821,73,50.89179,12.22185,60,47.77815,19.45957,"L1",
1,6.9533125,22.1178,73,50.8822,12.40948,60,47.59052,19.4596,"L1",
1,6.9574583,22.10657,73,50.89342,12.52374,60,47.47626,19.45964,"L1",
1,6.9616042,22.29104,73,50.70896,12.41213,60,47.58788,19.45967,"L1",
1,6.9657500,21.94491,73,51.05509,12.40004,60,47.59996,19.45971,"L1",
1,6.9698958,22.33374,73,50.66626,12.48355,60,47.51645,19.45974,"L1",
1,6.9740417,22.38371,73,50.61629,12.49133,60,47.50867,19.45978,"L1",
1,6.9781875,22.44347,73,50.55653,12.46628,60,47.53371,19.45981,"L1",
1,6.9823333,21.50029,73,51.49971,12.37902,60,47.62098,19.45985,"L1",
1,6.9864792,23.22984,73,49.77016,12.34719,60,47.65281,19.45988,"L1",
1,6.9906250,23.15014,73,49.84986,12.59621,60,47.40379,19.45992,"L1",
1,6.9947708,21.16124,73,51.83876,12.6074,60,47.3926,19.45996,"L1",
1,6.9989167,22.55688,73,50.44312,12.3609,60,47.6391,19.45999,"L1",
1,7.0030625,22.61336,73,50.38664,12.09627,60,47.90373,19.46002,"L1",
1,7.0072083,22.09246,73,50.90754,12.2627,60,47.7373,19.46006,"L1",
1,7.0113542,22.56459,73,50.43541,12.46898,60,47.53102,19.46009,"L1",
1,7.0155000,22.97588,73,50.02412,12.4248,60,47.5752,19.46012,"L1",
1,7.0196458,22.96718,73,50.03281,12.31095,60,47.68905,19.46016,"L1",
1,7.0237917,22.59432,73,50.40568,12.43063,60,47.56937,19.46019,"L1",
1,7.0279375,22.12394,73,50.87606,12.53296,60,47.46704,19.46022,"L1",
1,7.0320833,21.23098,73,51.76902,12.57648,60,47.42352,19.46026,"L1",
1,7.0362292,21.34079,73,51.65921,12.41787,60,47.58213,19.46029,"L1",
1,7.0403750,22.00682,73,50.99318,12.11182,60,47.88818,19.46032,"L1",
1,7.0445208,22.54049,73,50.45951,12.1031,60,47.8969,19.46036,"L1",
1,7.0486667,22.17933,73,50.82067,12.13004,60,47.86996,19.46039,"L1",
1,7.0528125,21.59185,73,51.40815,12.23381,60,47.76619,19.46042,"L1",
1,7.0569583,21.62247,73,51.37753,12.68264,60,47.31736,19.46045,"L1",
1,7.0611042,21.92912,73,51.07088,12.65428,60,47.34572,19.46049,"L1",
1,7.0652500,22.57569,73,50.42432,12.27225,60,47.72775,19.46052,"L1",
1,7.0693958,22.53634,73,50.46366,12.51349,60,47.48651,19.46055,"L1",
1,7.0735417,22.74207,73,50.25793,12.72626,60,47.27374,19.46059,"L1",
1,7.0776875,22.64833,73,50.35167,12.66358,60,47.33643,19.46062,"L1",
1,7.0818333,21.40242,73,51.59758,12.4791,60,47.5209,19.46065,"L1",
1,7.0859792,21.77648,73,51.22352,12.45004,60,47.54996,19.46068,"L1",
1,7.0901250,22.42468,73,50.57532,12.35413,60,47.64587,19.46072,"L1",
1,7.0942708,22.72097,73,50.27903,12.41312,60,47.58688,19.46075,"L1",
1,7.0984167,21.5162,73,51.4838,12.44428,60,47.55572,19.46078,"L1",
1,7.1025625,21.41256,73,51.58744,12.42789,60,47.57211,19.46082,"L1",
1,7.1067083,22.39941,73,50.60059,12.45099,60,47.54901,19.46085,"L1",
1,7.1108542,23.05514,73,49.94486,12.60198,60,47.39802,19.46088,"L1",
1,7.1150000,23.00264,73,49.99736,12.63928,60,47.36072,19.46091,"L1",
1,7.1191458,22.29132,73,50.70869,12.48827,60,47.51173,19.46095,"L1",
1,7.1232917,22.50825,73,50.49175,12.38012,60,47.61988,19.46098,"L1",
1,7.1274375,22.01337,73,50.98663,12.31966,60,47.68034,19.46101,"L1",
1,7.1315833,22.51422,73,50.48578,12.57973,60,47.42027,19.46104,"L1",
1,7.1357292,21.53944,73,51.46056,12.35264,60,47.64736,19.46108,"L1",
1,7.1398750,21.24366,73,51.75634,12.22629,60,47.77371,19.46111,"L1",
1,7.1440208,20.51866,73,52.48134,12.14971,60,47.85029,19.46114,"L1",
1,7.1481667,22.03474,73,50.96526,12.32794,60,47.67206,19.46117,"L1",
1,7.1523125,22.5725,73,50.42751,12.26673,60,47.73326,19.46121,"L1",
1,7.1564583,21.37633,73,51.62367,12.29861,60,47.70139,19.46124,"L1",
1,7.1606042,22.17643,73,50.82357,12.37423,60,47.62577,19.46127,"L1",
1,7.1647500,22.65739,73,50.34261,12.52566,60,47.47434,19.4613,"L1",
1,7.1688958,22.56141,73,50.43859,12.36753,60,47.63247,19.46134,"L1",
1,7.1730417,22.14569,73,50.85431,12.28863,60,47.71137,19.46137,"L1",
1,7.1771875,21.88885,73,51.11115,12.2772,60,47.7228,19.4614,"L1",
1,7.1813333,21.44059,73,51.55941,12.36775,60,47.63225,19.46143,"L1",
1,7.1854792,23.77025,73,49.22975,12.5042,60,47.4958,19.46147,"L1",
1,7.1896250,23.82669,73,49.17331,12.71564,60,47.28436,19.4615,"L1",
1,7.1937708,22.72552,73,50.27448,12.69884,60,47.30116,19.46153,"L1",
1,7.1979167,22.8838,73,50.1162,12.62573,60,47.37427,19.46156,"L1",
1,7.2020625,22.07403,73,50.92597,12.53929,60,47.46071,19.4616,"L1",
1,7.2062083,22.07852,73,50.92148,12.36073,60,47.63927,19.46163,"L1",
1,7.2103542,21.9639,73,51.0361,12.35986,60,47.64014,19.46166,"L1",
1,7.2145000,21.5902,73,51.4098,12.41541,60,47.58459,19.46169,"L1",
1,7.2186458,24.46922,73,48.53078,12.48345,60,47.51655,19.46173,"L1",
1,7.2227917,24.51561,73,48.48439,12.42623,60,47.57377,19.46176,"L1",
1,7.2269375,23.03846,73,49.96154,12.3739,60,47.6261,19.46179,"L1",
1,7.2310833,22.88152,73,50.11848,12.3968,60,47.6032,19.46182,"L1",
1,7.2352292,21.7564,73,51.2436,12.45087,60,47.54913,19.46185,"L1",
1,7.2393750,22.51502,73,50.48498,12.30315,60,47.69685,19.46189,"L1",
1,7.2435208,22.173,73,50.827,12.33145,60,47.66855,19.46192,"L1",
1,7.2476667,22.05414,73,50.94585,12.39751,60,47.60249,19.46195,"L1",
1,7.2518125,22.33008,73,50.66991,12.46281,60,47.53719,19.46198,"L1",
1,7.2559583,21.9063,73,51.0937,12.45863,60,47.54137,19.46201,"L1",
1,7.2601042,22.0289,73,50.9711,12.28952,60,47.71048,19.46205,"L1",
1,7.2642500,22.31547,73,50.68453,12.18499,60,47.81501,19.46208,"L1",
1,7.2683958,22.29891,73,50.70109,12.09626,60,47.90374,19.46211,"L1",
1,7.2725417,21.79783,73,51.20217,11.99857,60,48.00143,19.46214,"L1",
1,7.2766875,22.69501,73,50.30499,12.1507,60,47.8493,19.46217,"L1",
1,7.2808333,22.16753,73,50.83247,12.56355,60,47.43645,19.46221,"L1",
1,7.2849792,22.28682,73,50.71318,12.60309,60,47.39691,19.46224,"L1",
1,7.2891250,22.8721,73,50.1279,12.37922,60,47.62078,19.46227,"L1",
1,7.2932708,22.74498,73,50.25502,12.45997,60,47.54003,19.4623,"L1",
1,7.2974167,21.9186,73,51.0814,12.64724,60,47.35276,19.46233,"L1",
1,7.3015625,21.79742,73,51.20258,12.48637,60,47.51363,19.46236,"L1",
1,7.3057083,22.09555,73,50.90445,12.35482,60,47.64518,19.4624,"L1",
1,7.3098542,23.52506,73,49.47494,12.5951,60,47.4049,19.46243,"L1",
1,7.3140000,23.53804,73,49.46196,12.49099,60,47.50901,19.46246,"L1",
1,7.3181458,22.64234,73,50.35766,12.48195,60,47.51804,19.46249,"L1",
1,7.3222917,22.25617,73,50.74383,12.60084,60,47.39916,19.46252,"L1",
1,7.3264375,22.19457,73,50.80543,12.45854,60,47.54147,19.46255,"L1",
1,7.3305833,23.65094,73,49.34906,12.22194,60,47.77806,19.46259,"L1",
1,7.3347292,23.10231,73,49.89769,12.41076,60,47.58924,19.46262,"L1",
1,7.3388750,23.59449,73,49.40551,12.53839,60,47.46161,19.46265,"L1",
1,7.3430208,23.76231,73,49.23769,12.35991,60,47.64009,19.46268,"L1",
1,7.3471667,23.41413,73,49.58587,12.52525,60,47.47475,19.46271,"L1",
1,7.3513125,22.64758,73,50.35242,12.33493,60,47.66507,19.46275,"L1",
1,7.3554583,21.63812,73,51.36189,12.12151,60,47.87849,19.46278,"L1",
1,7.3596042,21.11407,73,51.88593,12.05962,60,47.94038,19.46281,"L1",
1,7.3637500,21.93599,73,51.06401,12.0775,60,47.9225,19.46284,"L1",
1,7.3678958,21.52523,73,51.47477,12.28083,60,47.71917,19.46287,"L1",
1,7.3720417,23.40375,73,49.59625,12.58484,60,47.41516,19.4629,"L1",
1,7.3761875,23.27006,73,49.72993,12.50768,60,47.49232,19.46293,"L1",
1,7.3803333,21.38839,73,51.61161,12.42228,60,47.57772,19.46297,"L1",
1,7.3844792,21.71114,73,51.28886,12.45656,60,47.54344,19.463,"L1",
1,7.3886250,23.61023,73,49.38977,12.48135,60,47.51865,19.46303,"L1",
1,7.3927708,23.54188,73,49.45812,12.34832,60,47.65168,19.46306,"L1",
1,7.3969167,21.88975,73,51.11025,12.09233,60,47.90767,19.46309,"L1",
1,7.4010625,21.53033,73,51.46967,12.21492,60,47.78508,19.46312,"L1",
1,7.4052083,21.71038,73,51.28962,12.32834,60,47.67166,19.46316,"L1",
1,7.4093542,20.82557,73,52.17443,12.1943,60,47.80569,19.46319,"L1",
1,7.4135000,20.98298,73,52.01702,12.46782,60,47.53218,19.46322,"L1",
1,7.4176458,23.57933,73,49.42067,12.40305,60,47.59695,19.46325,"L1",
1,7.4217917,23.76964,73,49.23036,12.48269,60,47.51731,19.46328,"L1",
1,7.4259375,23.6668,73,49.33321,12.36568,60,47.63432,19.46331,"L1",
1,7.4300833,21.45495,73,51.54505,12.11775,60,47.88224,19.46334,"L1",
1,7.4342292,21.35279,73,51.64721,12.21202,60,47.78798,19.46338,"L1",
1,7.4383750,22.06157,73,50.93843,12.43302,60,47.56698,19.46341,"L1",
1,7.4425208,22.61443,73,50.38557,12.29302,60,47.70698,19.46344,"L1",
